,Date,Open,High,Low,Close,Adj Close,Volumn
65,2014-06-30,126.00,127.00,125.00,126.50,96.06,"33,280,000"
64,2014-07-01,126.50,128.50,126.00,128.00,97.19,"32,922,000"
63,2014-07-02,129.50,132.50,129.00,132.50,100.61,"51,457,000"
62,2014-07-03,131.50,135.00,130.50,134.50,102.13,"40,176,000"
61,2014-07-04,133.50,136.00,132.00,135.00,102.51,"44,006,000"
60,2014-07-07,134.50,136.00,132.50,136.00,103.27,"32,123,000"
59,2014-07-08,135.50,136.00,134.00,134.50,102.13,"36,117,000"
58,2014-07-09,133.50,135.00,133.50,134.00,101.75,"39,145,000"
57,2014-07-10,134.50,136.00,134.50,134.50,102.13,"47,098,000"
56,2014-07-11,136.00,138.00,135.50,136.50,103.65,"43,144,000"
55,2014-07-14,134.50,134.50,132.50,132.50,102.87,"46,321,000"
54,2014-07-15,133.00,134.00,132.50,133.00,103.26,"36,989,000"
53,2014-07-16,133.00,133.50,130.00,130.50,101.32,"39,065,000"
52,2014-07-17,125.00,125.50,123.00,124.50,96.66,"136,198,000"
51,2014-07-18,121.50,124.00,121.50,123.50,95.89,"95,711,000"
50,2014-07-21,124.00,124.50,122.50,123.50,95.89,"56,612,000"
49,2014-07-22,123.50,125.00,122.50,124.50,96.66,"53,220,000"
48,2014-07-23,124.50,124.50,124.50,124.50,96.66,-
47,2014-07-24,124.50,125.00,124.00,125.00,97.05,"65,602,000"
46,2014-07-25,124.50,125.00,122.50,123.00,95.50,"31,299,000"
45,2014-07-28,122.00,122.50,121.00,121.50,94.33,"43,425,000"
44,2014-07-29,122.50,124.00,122.00,124.00,96.27,"37,994,000"
43,2014-07-30,123.50,125.00,123.00,124.50,96.66,"32,381,000"
42,2014-07-31,124.00,124.00,121.00,121.00,93.94,"44,748,000"
41,2014-08-01,120.00,121.00,119.50,120.00,93.17,"52,455,000"
40,2014-08-04,120.00,123.50,120.00,123.50,95.89,"39,633,000"
39,2014-08-05,122.50,122.50,119.50,119.50,92.78,"61,184,000"
38,2014-08-06,119.00,121.50,119.00,120.50,93.56,"34,561,000"
37,2014-08-07,120.50,121.50,119.50,121.50,94.33,"29,493,000"
36,2014-08-08,120.50,121.00,119.50,120.50,93.56,"35,075,000"
35,2014-08-11,120.00,121.00,119.50,120.50,93.56,"42,890,000"
34,2014-08-12,121.00,122.00,120.50,121.50,94.33,"32,237,000"
33,2014-08-13,121.00,123.50,120.50,122.50,95.11,"39,756,000"
32,2014-08-14,123.50,124.00,123.00,124.00,96.27,"32,907,000"
31,2014-08-15,124.50,125.00,123.00,124.00,96.27,"19,151,000"
30,2014-08-18,124.00,124.00,122.50,123.00,95.50,"14,578,000"
29,2014-08-19,124.00,125.00,123.50,124.00,96.27,"31,575,000"
28,2014-08-20,125.00,125.50,124.50,125.50,97.44,"28,876,000"
27,2014-08-21,126.00,126.00,124.00,124.50,96.66,"22,562,000"
26,2014-08-22,124.50,126.00,123.50,125.50,97.44,"42,715,000"
25,2014-08-25,125.50,126.00,125.00,125.00,97.05,"20,077,000"
24,2014-08-26,125.00,125.50,124.00,124.50,96.66,"28,801,000"
23,2014-08-27,125.50,126.00,124.50,125.50,97.44,"36,779,000"
22,2014-08-28,126.00,126.00,124.50,125.00,97.05,"21,587,000"
21,2014-08-29,124.50,125.00,124.00,124.00,96.27,"28,324,000"
20,2014-09-01,125.00,128.50,125.00,128.50,99.77,"36,304,000"
19,2014-09-02,128.00,128.00,125.50,126.00,97.83,"19,182,000"
18,2014-09-03,127.00,128.00,125.50,128.00,99.38,"24,561,000"
17,2014-09-04,128.00,128.00,126.00,127.50,98.99,"21,641,000"
16,2014-09-05,128.50,128.50,125.50,127.00,98.60,"20,096,000"
15,2014-09-09,127.50,127.50,126.50,127.00,98.60,"22,090,000"
14,2014-09-10,126.00,126.00,124.00,125.00,97.05,"29,294,000"
13,2014-09-11,126.00,126.00,125.00,125.00,97.05,"22,827,000"
12,2014-09-12,124.50,125.00,123.00,123.00,95.50,"19,798,000"
11,2014-09-15,122.50,123.50,122.00,123.50,95.89,"19,518,000"
10,2014-09-16,123.00,123.00,122.00,122.50,95.11,"19,187,000"
9,2014-09-17,123.50,125.00,123.00,124.50,96.66,"23,504,000"
8,2014-09-18,124.50,125.00,123.50,125.00,97.05,"14,726,000"
7,2014-09-19,125.50,126.00,125.00,125.00,97.05,"30,603,000"
6,2014-09-22,124.00,124.00,122.00,122.00,94.72,"39,365,000"
5,2014-09-23,123.00,123.50,122.00,122.50,95.11,"15,286,000"
4,2014-09-24,122.00,124.00,122.00,123.00,95.50,"27,613,000"
3,2014-09-25,123.00,124.00,121.50,122.00,94.72,"23,213,000"
2,2014-09-26,121.00,121.50,120.50,121.00,93.94,"23,545,000"
1,2014-09-29,122.00,122.00,120.00,120.50,93.56,"54,783,000"
131,2014-09-30,120.00,121.00,119.00,120.00,93.17,"44,070,000"
0,2014-09-30,120.00,121.00,119.00,120.00,93.17,"44,070,000"
130,2014-10-01,120.00,122.00,120.00,121.50,94.33,"42,211,000"
129,2014-10-02,121.00,122.50,120.50,121.00,93.94,"30,761,000"
128,2014-10-03,122.50,125.00,122.00,124.50,96.66,"52,003,000"
127,2014-10-06,125.00,126.00,124.00,126.00,97.83,"37,186,000"
126,2014-10-07,125.00,125.50,123.50,125.00,97.05,"39,986,000"
125,2014-10-08,123.50,125.00,122.50,122.50,95.11,"29,221,000"
124,2014-10-09,124.00,125.00,123.50,125.00,97.05,"35,347,000"
123,2014-10-13,119.00,121.50,118.00,120.50,93.56,"69,183,000"
122,2014-10-14,120.00,121.50,119.50,121.00,93.94,"31,862,000"
121,2014-10-15,121.50,123.00,121.00,121.50,94.33,"43,922,000"
120,2014-10-16,121.50,124.00,120.00,121.50,94.33,"45,527,000"
119,2014-10-17,125.00,125.50,123.50,123.50,95.89,"91,597,000"
118,2014-10-20,125.00,126.00,124.50,126.00,97.83,"38,276,000"
117,2014-10-21,126.00,126.00,124.50,125.00,97.05,"25,582,000"
116,2014-10-22,127.50,129.00,127.50,129.00,100.16,"64,167,000"
115,2014-10-23,128.00,128.50,127.50,127.50,98.99,"26,374,000"
114,2014-10-24,127.00,127.50,125.00,125.50,97.44,"42,082,000"
113,2014-10-27,126.50,128.00,126.50,128.00,99.38,"25,119,000"
112,2014-10-28,129.00,129.50,127.50,128.00,99.38,"34,984,000"
111,2014-10-29,129.00,129.50,128.00,129.00,100.16,"34,583,000"
110,2014-10-30,128.50,129.00,127.00,128.50,99.77,"35,688,000"
109,2014-10-31,128.00,130.50,127.50,130.50,101.32,"41,983,000"
108,2014-11-03,132.00,132.50,130.50,131.00,101.71,"44,912,000"
107,2014-11-04,132.00,132.00,131.00,132.00,102.48,"32,171,000"
106,2014-11-05,131.50,132.00,131.00,132.00,102.48,"22,440,000"
105,2014-11-06,132.50,132.50,131.50,132.00,102.48,"28,374,000"
104,2014-11-07,131.50,131.50,130.50,131.00,101.71,"16,709,000"
103,2014-11-10,132.50,134.50,132.00,134.50,104.43,"42,569,000"
102,2014-11-11,135.00,135.00,133.00,134.00,104.04,"20,451,000"
101,2014-11-12,134.50,134.50,131.50,132.00,102.48,"27,373,000"
100,2014-11-13,133.50,134.50,132.50,134.00,104.04,"24,882,000"
99,2014-11-14,134.00,135.00,133.50,135.00,104.81,"23,655,000"
98,2014-11-17,135.00,135.50,132.50,133.00,103.26,"23,562,000"
97,2014-11-18,134.00,134.50,131.00,131.50,102.10,"42,688,000"
96,2014-11-19,133.00,136.50,132.50,136.00,105.59,"70,920,000"
95,2014-11-20,137.50,139.00,137.00,139.00,107.92,"44,092,000"
94,2014-11-21,139.50,139.50,137.50,138.50,107.53,"30,388,000"
93,2014-11-24,140.00,140.50,138.00,138.50,107.53,"33,292,000"
92,2014-11-25,138.50,140.00,138.50,139.00,107.92,"42,648,000"
91,2014-11-26,138.50,139.00,138.00,139.00,107.92,"23,137,000"
90,2014-11-27,140.00,142.00,140.00,140.00,108.70,"26,123,000"
89,2014-11-28,139.00,141.50,139.00,141.50,109.86,"35,681,000"
88,2014-12-01,139.00,142.00,138.50,140.00,108.70,"41,250,000"
87,2014-12-02,139.50,139.50,137.50,137.50,106.75,"45,913,000"
86,2014-12-03,137.50,139.00,136.50,138.00,107.14,"38,940,000"
85,2014-12-04,139.00,140.00,138.50,139.00,107.92,"28,226,000"
84,2014-12-05,138.50,139.50,137.00,137.50,106.75,"27,050,000"
83,2014-12-08,138.00,138.50,137.00,138.00,107.14,"19,595,000"
82,2014-12-09,138.00,139.00,137.50,138.00,107.14,"31,770,000"
81,2014-12-10,138.00,139.00,136.00,136.00,105.59,"39,726,000"
80,2014-12-11,135.00,136.00,134.50,134.50,104.43,"32,283,000"
79,2014-12-12,135.00,136.00,134.50,135.00,104.81,"31,433,000"
78,2014-12-15,134.50,136.50,134.50,136.00,105.59,"44,381,000"
77,2014-12-16,134.50,135.50,133.00,133.00,103.26,"41,199,000"
76,2014-12-17,133.00,133.00,130.00,130.50,101.32,"70,497,000"
75,2014-12-18,132.00,133.00,131.00,131.50,102.10,"50,410,000"
74,2014-12-19,134.50,138.00,134.00,138.00,107.14,"44,362,000"
73,2014-12-22,137.50,140.00,137.00,138.50,107.53,"34,577,000"
72,2014-12-23,139.00,140.00,137.00,137.50,106.75,"19,122,000"
71,2014-12-24,136.00,138.00,136.00,138.00,107.14,"16,679,000"
70,2014-12-25,137.00,138.00,137.00,137.50,106.75,"7,358,000"
69,2014-12-26,138.00,139.00,137.00,139.00,107.92,"13,112,000"
68,2014-12-29,138.00,141.00,138.00,141.00,109.47,"34,993,000"
67,2014-12-30,141.00,141.50,139.00,140.00,108.70,"21,789,000"
66,2014-12-31,139.00,141.00,139.00,141.00,109.47,"18,306,000"
187,2014-12-31,139.00,141.00,139.00,141.00,109.47,"18,306,000"
186,2015-01-05,140.50,140.50,137.50,139.50,108.31,"32,046,000"
185,2015-01-06,137.50,137.50,133.00,133.50,103.65,"66,778,000"
184,2015-01-07,133.50,135.00,133.50,134.00,104.04,"43,703,000"
183,2015-01-08,136.50,138.00,136.00,138.00,107.14,"42,491,000"
182,2015-01-09,135.00,135.50,133.00,134.00,104.04,"61,558,000"
181,2015-01-12,132.50,133.50,132.00,132.00,102.48,"30,338,000"
180,2015-01-13,131.00,133.00,130.50,132.50,102.87,"37,818,000"
179,2015-01-14,132.50,133.00,130.00,130.00,100.93,"48,740,000"
178,2015-01-15,131.50,133.00,131.50,131.50,102.10,"40,607,000"
177,2015-01-16,140.00,140.00,136.00,137.00,106.37,"124,042,000"
176,2015-01-19,138.50,139.50,137.50,139.00,107.92,"49,986,000"
175,2015-01-20,139.00,139.00,137.50,138.00,107.14,"32,739,000"
174,2015-01-21,139.50,141.00,139.50,141.00,109.47,"70,464,000"
173,2015-01-22,141.50,142.00,139.50,140.00,108.70,"43,846,000"
172,2015-01-23,142.50,145.00,142.50,145.00,112.58,"82,089,000"
171,2015-01-26,145.50,145.50,143.50,145.00,112.58,"46,716,000"
170,2015-01-27,145.50,147.00,144.50,147.00,114.13,"52,805,000"
169,2015-01-28,146.50,147.00,145.50,146.50,113.74,"45,898,000"
168,2015-01-29,144.00,145.00,143.00,143.50,111.41,"34,459,000"
167,2015-01-30,145.00,145.50,141.00,141.00,109.47,"43,666,000"
166,2015-02-02,140.50,143.00,140.50,142.50,110.64,"29,181,000"
165,2015-02-03,143.00,144.50,142.00,144.50,112.19,"27,160,000"
164,2015-02-04,144.50,146.50,144.00,146.00,113.35,"40,416,000"
163,2015-02-05,145.50,146.00,143.50,145.50,112.97,"23,363,000"
162,2015-02-06,145.50,145.50,143.00,143.00,111.03,"27,301,000"
161,2015-02-09,143.00,143.50,141.50,142.00,110.25,"26,315,000"
160,2015-02-10,142.00,143.00,141.50,142.50,110.64,"33,294,000"
159,2015-02-11,146.00,149.00,146.00,148.00,114.91,"71,259,000"
158,2015-02-12,149.50,149.50,147.50,148.50,115.30,"33,577,000"
157,2015-02-13,148.50,150.00,148.00,148.50,115.30,"37,815,000"
156,2015-02-24,149.00,152.00,148.50,151.00,117.24,"72,531,000"
155,2015-02-25,152.50,154.50,152.50,154.50,119.95,"48,183,000"
154,2015-02-26,153.50,154.00,150.50,150.50,116.85,"55,574,000"
153,2015-03-02,151.50,153.00,148.50,149.00,115.68,"41,388,000"
152,2015-03-03,150.00,151.00,148.50,150.50,116.85,"29,134,000"
151,2015-03-04,150.00,151.50,149.00,150.50,116.85,"32,627,000"
150,2015-03-05,150.00,151.00,148.50,150.00,116.46,"28,872,000"
149,2015-03-06,149.00,149.50,148.50,149.00,115.68,"31,316,000"
148,2015-03-09,147.50,147.50,145.00,145.50,112.97,"67,163,000"
147,2015-03-10,145.00,145.00,144.00,144.00,111.80,"46,809,000"
146,2015-03-11,143.50,148.00,143.00,146.00,113.35,"51,795,000"
145,2015-03-12,147.00,148.50,146.50,148.00,114.91,"32,183,000"
144,2015-03-13,148.00,149.50,147.00,149.00,115.68,"45,451,000"
143,2015-03-16,149.00,149.50,146.00,146.00,113.35,"36,912,000"
142,2015-03-17,148.50,150.00,148.50,149.00,115.68,"55,718,000"
141,2015-03-18,151.00,154.00,150.00,153.50,119.18,"70,808,000"
140,2015-03-19,152.50,155.00,152.50,154.00,119.57,"43,070,000"
139,2015-03-20,151.50,154.00,151.50,154.00,119.57,"37,536,000"
138,2015-03-23,154.00,154.00,152.50,153.50,119.18,"26,285,000"
137,2015-03-24,153.50,153.50,151.50,151.50,117.62,"36,086,000"
136,2015-03-25,152.00,152.50,150.50,151.00,117.24,"44,424,000"
135,2015-03-26,145.50,147.00,144.50,145.50,112.97,"157,081,000"
134,2015-03-27,144.00,145.50,142.50,142.50,110.64,"106,610,000"
133,2015-03-30,142.50,144.00,142.00,142.50,110.64,"59,832,000"
132,2015-03-31,144.00,145.50,143.00,145.50,112.97,"56,539,000"
249,2015-03-31,144.00,145.50,143.00,145.50,112.97,"56,539,000"
248,2015-04-01,145.00,145.00,143.50,144.00,111.80,"38,697,000"
247,2015-04-02,145.00,148.00,144.50,147.00,114.13,"49,213,000"
246,2015-04-07,146.50,147.50,145.00,146.00,113.35,"33,362,000"
245,2015-04-08,145.50,146.00,143.00,143.00,111.03,"47,500,000"
244,2015-04-09,144.00,145.50,143.00,143.00,111.03,"46,493,000"
243,2015-04-10,146.00,147.00,145.00,147.00,114.13,"33,819,000"
242,2015-04-13,146.50,147.50,146.00,147.00,114.13,"23,821,000"
241,2015-04-14,145.00,145.50,143.50,144.00,111.80,"41,528,000"
240,2015-04-15,143.50,144.50,141.50,143.00,111.03,"71,481,000"
239,2015-04-16,145.00,147.00,144.50,147.00,114.13,"54,354,000"
238,2015-04-17,143.00,144.00,142.50,142.50,110.64,"76,708,000"
237,2015-04-20,142.00,144.00,141.50,143.00,111.03,"34,341,000"
236,2015-04-21,142.00,143.50,141.50,142.50,110.64,"36,209,000"
235,2015-04-22,143.50,145.00,143.00,143.50,111.41,"40,606,000"
234,2015-04-23,145.50,147.00,145.00,147.00,114.13,"46,931,000"
233,2015-04-24,149.00,152.50,148.50,152.50,118.40,"122,689,000"
232,2015-04-27,153.00,153.00,150.00,151.50,117.62,"57,529,000"
231,2015-04-28,153.50,153.50,150.50,151.50,117.62,"43,177,000"
230,2015-04-29,150.00,151.00,148.00,148.50,115.30,"37,363,000"
229,2015-04-30,147.00,148.50,146.50,147.00,114.13,"48,913,000"
228,2015-05-04,148.50,148.50,146.00,147.50,114.52,"30,811,000"
227,2015-05-05,147.50,148.00,146.00,147.00,114.13,"27,559,000"
226,2015-05-06,145.50,148.00,145.50,147.50,114.52,"18,784,000"
225,2015-05-07,146.00,147.50,146.00,146.50,113.74,"21,826,000"
224,2015-05-08,146.00,147.50,146.00,146.50,113.74,"19,987,000"
223,2015-05-11,149.00,149.00,147.00,148.50,115.30,"20,326,000"
222,2015-05-12,147.00,148.50,147.00,147.50,114.52,"20,509,000"
221,2015-05-13,147.50,149.00,147.00,148.00,114.91,"18,844,000"
220,2015-05-14,148.00,148.50,146.00,146.00,113.35,"38,700,000"
219,2015-05-15,147.00,147.00,145.00,146.50,113.74,"24,295,000"
218,2015-05-18,147.00,147.00,145.00,146.50,113.74,"22,879,000"
217,2015-05-19,145.50,147.50,145.00,146.50,113.74,"26,257,000"
216,2015-05-20,146.50,147.00,146.00,146.50,113.74,"26,920,000"
215,2015-05-21,146.00,146.50,144.50,145.50,112.97,"40,819,000"
214,2015-05-22,146.00,147.00,145.00,145.50,112.97,"22,074,000"
213,2015-05-25,146.50,147.50,145.50,147.50,114.52,"16,253,000"
212,2015-05-26,148.50,148.50,146.50,146.50,113.74,"15,545,000"
211,2015-05-27,145.50,147.00,145.00,145.00,112.58,"23,825,000"
210,2015-05-28,147.00,147.50,146.00,147.00,114.13,"35,891,000"
209,2015-05-29,147.00,147.50,145.50,146.00,113.35,"56,616,000"
208,2015-06-01,145.50,146.00,144.00,145.00,112.58,"31,570,000"
207,2015-06-02,144.50,144.50,143.50,144.00,111.80,"33,317,000"
206,2015-06-03,143.50,144.50,143.00,143.00,111.03,"29,870,000"
205,2015-06-04,142.00,142.50,140.00,141.00,109.47,"58,172,000"
204,2015-06-05,139.50,140.50,139.00,140.00,108.70,"42,648,000"
203,2015-06-08,139.50,140.00,138.50,138.50,107.53,"45,469,000"
202,2015-06-09,138.50,140.00,138.00,139.00,107.92,"31,575,000"
201,2015-06-10,141.00,141.50,139.50,139.50,108.31,"37,077,000"
200,2015-06-11,141.00,144.00,141.00,143.50,111.41,"44,613,000"
199,2015-06-12,144.00,144.50,142.50,144.50,112.19,"31,448,000"
198,2015-06-15,144.50,144.50,142.50,143.00,111.03,"23,608,000"
197,2015-06-16,143.00,143.00,141.00,142.00,110.25,"27,272,000"
196,2015-06-17,143.00,143.50,142.00,142.50,110.64,"31,326,000"
195,2015-06-18,142.00,143.00,142.00,142.00,110.25,"28,591,000"
194,2015-06-22,142.00,143.50,142.00,142.00,110.25,"28,278,000"
193,2015-06-23,143.00,145.00,142.50,144.50,112.19,"37,230,000"
192,2015-06-24,144.50,145.00,143.50,145.00,112.58,"18,555,000"
191,2015-06-25,145.00,147.00,145.00,146.50,113.74,"43,496,000"
190,2015-06-26,147.00,147.50,145.50,146.00,113.35,"33,561,000"
189,2015-06-29,140.50,141.00,138.50,138.50,110.95,"53,014,000"
188,2015-06-30,139.00,140.50,138.50,140.50,112.55,"45,261,000"
315,2015-06-30,139.00,140.50,138.50,140.50,112.55,"45,261,000"
314,2015-07-01,140.00,142.50,139.00,141.00,112.95,"32,546,000"
313,2015-07-02,140.50,142.00,140.50,141.50,113.35,"23,908,000"
312,2015-07-03,141.50,142.50,140.00,142.50,114.16,"16,093,000"
311,2015-07-06,141.00,141.50,140.50,140.50,112.55,"20,617,000"
310,2015-07-07,141.00,142.00,140.50,140.50,112.55,"26,349,000"
309,2015-07-08,140.50,141.00,138.00,138.00,110.55,"51,986,000"
308,2015-07-09,134.00,138.00,134.00,136.50,109.35,"53,233,000"
307,2015-07-10,136.50,136.50,136.50,136.50,109.35,-
306,2015-07-13,137.00,139.50,137.00,138.50,110.95,"34,518,000"
305,2015-07-14,139.50,140.50,138.00,138.50,110.95,"27,536,000"
304,2015-07-15,139.00,139.50,138.00,138.50,110.95,"23,295,000"
303,2015-07-16,140.00,140.00,135.50,136.50,109.35,"36,999,000"
302,2015-07-17,138.00,140.00,138.00,140.00,112.15,"55,781,000"
301,2015-07-20,141.50,142.00,138.50,139.00,111.35,"27,655,000"
300,2015-07-21,141.00,141.50,139.50,140.50,112.55,"19,431,000"
299,2015-07-22,139.00,139.50,138.00,139.00,111.35,"24,620,000"
298,2015-07-23,137.00,137.50,136.00,136.00,108.95,"36,389,000"
297,2015-07-24,138.00,138.00,136.00,137.00,109.75,"38,194,000"
296,2015-07-27,135.00,135.50,134.00,134.00,107.35,"43,371,000"
295,2015-07-28,135.00,136.50,134.00,134.00,107.35,"34,219,000"
294,2015-07-29,135.00,136.00,134.50,135.50,108.55,"29,871,000"
293,2015-07-30,136.00,139.00,136.00,138.50,110.95,"36,097,000"
292,2015-07-31,140.50,140.50,137.50,139.50,111.75,"39,992,000"
291,2015-08-03,138.50,138.50,134.50,134.50,107.75,"33,631,000"
290,2015-08-04,135.00,136.50,134.50,136.50,109.35,"26,546,000"
289,2015-08-05,135.50,135.50,134.00,134.00,107.35,"28,491,000"
288,2015-08-06,136.00,136.00,132.00,134.00,107.35,"38,414,000"
287,2015-08-07,133.00,133.50,131.50,133.00,106.54,"30,554,000"
286,2015-08-10,131.00,131.00,125.50,129.00,103.34,"63,646,000"
285,2015-08-11,133.50,133.50,130.50,130.50,104.54,"64,344,000"
284,2015-08-12,129.50,130.00,127.50,128.50,102.94,"41,642,000"
283,2015-08-13,129.00,130.00,127.50,128.00,102.54,"35,943,000"
282,2015-08-14,128.00,128.50,125.00,126.00,100.94,"39,413,000"
281,2015-08-17,125.50,125.50,123.00,124.00,99.34,"37,847,000"
280,2015-08-18,125.00,126.50,125.00,126.00,100.94,"40,722,000"
279,2015-08-19,127.50,127.50,124.00,125.00,100.14,"41,301,000"
278,2015-08-20,124.50,126.00,123.50,126.00,100.94,"38,012,000"
277,2015-08-21,123.00,124.50,121.00,121.00,96.93,"59,694,000"
276,2015-08-24,120.00,121.00,112.50,115.00,92.13,"116,158,000"
275,2015-08-25,118.00,124.00,117.50,123.50,98.93,"94,960,000"
274,2015-08-26,121.00,124.50,119.50,122.50,98.13,"64,879,000"
273,2015-08-27,125.00,125.00,122.00,124.00,99.34,"53,388,000"
272,2015-08-28,127.00,127.00,124.50,125.00,100.14,"41,466,000"
271,2015-08-31,126.00,129.00,123.50,129.00,103.34,"56,941,000"
270,2015-09-01,127.50,127.50,124.00,124.00,99.34,"42,340,000"
269,2015-09-02,123.00,127.00,123.00,125.50,100.54,"36,973,000"
268,2015-09-03,127.50,127.50,125.00,127.00,101.74,"24,004,000"
267,2015-09-04,126.50,127.00,123.50,125.00,100.14,"22,006,000"
266,2015-09-07,124.50,126.00,122.00,122.50,98.13,"25,891,000"
265,2015-09-08,122.50,123.50,122.00,123.00,98.53,"15,090,000"
264,2015-09-09,126.50,129.00,126.50,129.00,103.34,"53,588,000"
263,2015-09-10,127.00,128.00,125.00,125.00,100.14,"32,912,000"
262,2015-09-11,125.50,127.50,124.00,127.50,102.14,"20,525,000"
261,2015-09-14,128.00,129.00,126.00,127.50,102.14,"25,508,000"
260,2015-09-15,127.50,128.00,125.50,126.00,100.94,"21,658,000"
259,2015-09-16,128.00,130.00,127.50,129.50,103.74,"39,923,000"
258,2015-09-17,130.50,131.50,130.00,131.00,104.94,"49,472,000"
257,2015-09-18,129.50,131.50,129.00,131.50,105.34,"31,937,000"
256,2015-09-21,130.00,130.00,128.50,129.50,103.74,"29,930,000"
255,2015-09-22,130.00,130.00,128.50,129.00,103.34,"17,636,000"
254,2015-09-23,127.00,127.50,124.50,124.50,99.74,"32,905,000"
253,2015-09-24,127.00,128.00,125.50,127.00,101.74,"43,432,000"
252,2015-09-25,127.00,127.50,125.00,127.00,101.74,"24,630,000"
251,2015-09-29,127.00,127.00,127.00,127.00,101.74,-
250,2015-09-30,128.00,131.00,127.00,130.00,104.14,"67,112,000"
381,2015-09-30,128.00,131.00,127.00,130.00,104.14,"67,112,000"
380,2015-10-01,131.00,134.00,129.50,133.50,106.95,"49,600,000"
379,2015-10-02,132.50,132.50,131.50,132.00,105.74,"25,216,000"
378,2015-10-05,133.00,133.50,131.50,132.50,106.14,"30,276,000"
377,2015-10-06,135.00,135.50,132.50,133.00,106.54,"48,613,000"
376,2015-10-07,133.50,135.00,133.00,135.00,108.15,"31,784,000"
375,2015-10-08,137.00,137.00,135.00,136.00,108.95,"31,144,000"
374,2015-10-12,137.00,139.00,136.50,138.50,110.95,"46,971,000"
373,2015-10-13,138.50,138.50,136.00,137.50,110.15,"36,108,000"
372,2015-10-14,136.50,137.50,136.00,136.50,109.35,"18,007,000"
371,2015-10-15,139.00,141.00,139.00,140.00,112.15,"57,142,000"
370,2015-10-16,137.00,137.50,136.00,137.50,110.15,"36,196,000"
369,2015-10-19,138.50,139.00,137.00,138.00,110.55,"26,150,000"
368,2015-10-20,139.00,139.00,137.50,139.00,111.35,"27,462,000"
367,2015-10-21,139.50,140.00,137.50,138.50,110.95,"17,976,000"
366,2015-10-22,138.00,138.50,137.00,137.50,110.15,"15,149,000"
365,2015-10-23,140.00,140.50,139.00,140.00,112.15,"35,644,000"
364,2015-10-26,140.50,140.50,139.00,140.00,112.15,"24,382,000"
363,2015-10-27,138.50,140.00,137.50,139.00,111.35,"26,012,000"
362,2015-10-28,137.00,139.00,137.00,138.00,110.55,"22,522,000"
361,2015-10-29,139.00,139.50,136.50,136.50,109.35,"20,428,000"
360,2015-10-30,137.00,137.50,136.00,136.50,109.35,"27,844,000"
359,2015-11-02,138.50,138.50,135.50,137.50,110.15,"21,663,000"
358,2015-11-03,138.50,140.00,138.00,139.50,111.75,"33,082,000"
